0.000000,0.000000,121,255,34,255,23,2,78,190,128,0,0,0,0,0,0,0
0.054945,0.036595,121,255,33,255,23,2,78,190,128,0,0,0,0,0,0,0
0.109890,0.100995,121,255,33,255,23,2,76,190,128,0,0,0,0,0,0,0
0.109890,0.109781,121,255,33,255,23,2,76,190,128,0,0,0,0,0,0,0
0.164835,0.146220,121,255,33,255,24,1,76,190,0,0,0,0,0,0,0,0
0.219780,0.211003,121,255,33,255,24,1,63,190,0,0,0,0,0,0,0,0
0.219780,0.220124,121,255,33,255,24,1,63,190,0,0,0,0,0,0,0,0
0.274725,0.256565,121,255,34,255,23,1,63,190,0,0,0,0,0,0,0,0
0.329670,0.321138,121,255,34,255,23,1,63,190,0,0,0,0,0,0,0,0
0.329670,0.330056,121,255,33,255,23,1,63,190,0,0,0,0,0,0,0,0
0.384615,0.366549,121,255,33,255,23,1,63,190,0,0,0,0,0,0,0,0
0.439560,0.431093,121,255,33,255,23,1,63,190,0,0,0,0,0,0,0,0
0.439560,0.439995,121,255,34,255,23,0,63,190,128,0,0,0,0,0,0,0
0.494505,0.477100,122,255,33,255,24,1,64,190,128,0,0,0,0,0,0,0
0.549451,0.541208,122,255,33,255,24,1,64,190,128,0,0,0,0,0,0,0
0.549451,0.550083,122,255,33,255,24,1,64,190,128,0,0,0,0,0,0,0
0.604396,0.586468,122,255,33,255,23,1,68,190,128,0,0,0,0,0,0,0
0.659341,0.650734,122,255,33,255,23,1,68,190,128,0,0,0,0,0,0,0
0.659341,0.659607,122,255,33,255,24,1,64,191,0,0,0,0,0,0,0,0
0.714286,0.696814,122,255,33,255,24,1,64,191,0,0,0,0,0,0,0,0
0.769231,0.760819,122,255,33,255,24,1,64,191,0,0,0,0,0,0,0,0
0.769231,0.769742,122,255,31,250,23,1,64,191,0,0,0,0,0,0,0,0
0.824176,0.805925,122,255,31,250,23,1,75,191,0,0,0,0,0,0,0,0
0.879121,0.869627,122,255,31,250,23,1,75,191,0,0,0,0,0,0,0,0
