.019,102,384,ACTIVE
.024,154,384,ACTIVE
.028,206,384,ACTIVE
.032,263,384,ACTIVE
.035,314,384,ACTIVE
.038,362,384,ACTIVE
.041,418,384,ACTIVE
.044,480,384,ACTIVE
.047,540,384,ACTIVE
.050,605,384,ACTIVE
.053,680,384,ACTIVE
.056,745,384,ACTIVE
.059,816,384,ACTIVE
.062,900,384,ACTIVE
.064,940,384,INACTIVE
.066,1005,384,ACTIVE
.069,1090,384,INACTIVE
.072,1150,384,ACTIVE
.075,1270,384,INACTIVE
.078,1325,384,INACTIVE
999,999,999,END
