0.000000,0.000000,119,254,195,255,25,0,58,189,0,0,0,0,0,0,0,0
0.549451,0.542589,119,254,195,255,25,0,59,189,0,0,0,0,0,0,0,0
1.043956,1.030603,119,254,195,255,25,0,64,190,0,0,0,0,0,0,0,0
1.593407,1.574420,119,254,194,255,24,0,64,190,0,0,0,0,0,0,0,0
2.087912,2.062692,119,253,195,255,26,0,63,189,128,0,0,0,0,0,0,0
2.582417,2.577866,119,255,194,255,25,0,60,189,128,0,0,0,0,0,0,0
3.131868,3.121167,119,255,195,255,23,0,63,189,128,0,0,0,0,0,0,0
3.626374,3.609645,119,255,195,255,25,0,64,190,128,0,0,0,0,0,0,0
4.175824,4.151873,119,255,196,255,25,0,65,190,0,0,0,0,0,0,0,0
4.670330,4.667304,119,255,195,255,26,0,59,189,0,0,0,0,0,0,0,0
5.164835,5.155219,119,254,195,255,26,1,59,189,0,0,0,0,0,0,0,0
5.714286,5.698573,119,255,195,255,25,1,64,190,0,0,0,0,0,0,0,0
6.208791,6.186332,119,254,195,255,25,1,62,189,0,0,0,0,0,0,0,0
6.703297,6.701607,119,255,195,255,26,0,62,189,128,0,0,0,0,0,0,0
7.252747,7.245781,119,254,195,255,25,0,60,189,128,0,0,0,0,0,0,0
7.747253,7.733544,119,254,195,255,25,0,62,189,128,0,0,0,0,0,0,0
8.296703,8.278738,119,254,196,255,26,0,63,189,128,0,0,0,0,0,0,0
8.791209,8.766141,119,254,197,255,25,0,63,189,0,0,0,0,0,0,0,0
9.285714,9.281519,119,253,196,255,25,1,62,189,0,0,0,0,0,0,0,0
9.835165,9.824413,119,254,196,255,25,0,63,189,0,0,0,0,0,0,0,0
10.329670,10.312838,119,253,196,255,25,0,64,190,0,0,0,0,0,0,0,0
10.879121,10.855629,119,255,197,255,25,1,64,190,128,0,0,0,0,0,0,0
11.373627,11.343822,119,255,196,255,25,0,62,189,128,0,0,0,0,0,0,0
11.868132,11.859536,119,254,197,255,26,1,66,190,128,0,0,0,0,0,0,0
